주성엔지니어링,00252135,036930
인트론바이오,00292434,048530
삼강엠앤티,00480367,100090
이녹스첨단소재,01237540,272290
서진시스템,00838005,178320
솔브레인홀딩스,00247975,036830
한글과컴퓨터,00204262,030520
압타바이오,01251595,293780
초록뱀미디어,00299464,047820
나노신소재,00439965,121600
네패스,00227333,033640
비에이치,00447609,090460
셀리버리,01182444,268600
엘앤씨바이오,01181515,290650
원익QnC,00468374,074600
엑세스바이오,00956028,950130
엔케이맥스,00977650,182400
네오위즈홀딩스,00266952,042420
인텔리안테크,00664181,189300
툴젠,00547510,199800
엔피,01276901,291230
국전약품,01329957,307750
하나마이크론,00445054,067310
에스앤에스텍,00411048,101490
케어젠,00549891,214370
코미코,00997812,183300
휴마시스,01042979,205470
안랩,00298270,053800
네오위즈,00628860,095660
코웰패션,00155948,033290
피에스케이,01365825,319660
조이시티,00397252,067000
유니테스트,00540447,086390
젬백스,00492894,082270
테스나,00563545,131970
쿠콘,01311055,294570
파트론,00490151,091700
티에스이,00372226,131290
맥스트,01409095,377030
서울옥션,00410915,063170
에이스테크,00556907,088800
이오플로우,01274310,294090
티앤알바이오팹,01109937,246710
아미코젠,00545734,092040
카페24,00260879,042000
에코마케팅,01029394,230360
갤럭시아머니트리,00587457,094480
한국파마,00187770,032300
넥슨지티,00266943,041140
매일유업,01234507,267980
KH바텍,00378628,060720
크리스에프앤씨,00522007,110790
네패스아크,01368354,330860
코미팜,00187415,041960
엘비세미콘,00412348,061970
덕산테코피아,01021666,317330
프레스티지바이오로직스,01258428,334970
안트로젠,00631837,065660
테스,00524421,095610
셀리드,01235296,299660
올릭스,01113718,226950
서부T&D,00130383,006730
KG ETS,00366137,151860
다우데이타,00238782,032190
디오,00115931,039840
서울바이오시스,00488402,092190
휴온스,01159853,243070
바이넥스,00216027,053030
코리아센터,00540340,290510
코오롱티슈진,01245062,950160
알체라,01405451,347860
바텍,00264255,043150
국일제지,00104573,078130
제이시스메디칼,01267602,287410
에프에스티,00223434,036810
디앤씨미디어,01186404,263720
인선이엔티,00375931,060150
휴온스글로벌,00228059,084110
파인테크닉스,00755739,106240
에디슨EV,00763358,136510
원준,01459212,382840
알서포트,00838962,131370
맘스터치,01089855,220630
삼표시멘트,00239639,038500
CMG제약,00380429,058820
넷게임즈,01096341,225570
이베스트투자증권,00330424,078020
아주IB투자,00156895,027360
KG이니시스,00264547,035600
사람인에이치알,00857480,143240
엔지켐생명과학,00606886,183490
디와이피엔에프,00602136,104460
에이스침대,00140052,003800
월덱스,00580065,101160
넥스틴,01080252,348210
동원개발,00117966,013120
미코,00366942,059090
신흥에스이씨,00807379,243840
ISC,00572905,095340
와이아이케이,01109539,232140
랩지노믹스,00545114,084650
지놈앤컴퍼니,01276026,314130
크리스탈지노믹스,00407814,083790
상상인,00306162,038540
엠투엔,00143226,033310
티움바이오,01335930,321550
에치에프알,01108442,230240
나노씨엠에스,00660459,247660
코엔텍,00197476,029960
더네이쳐홀딩스,01214743,298540
에스에이엠티,00128661,031330
성우하이텍,00132992,015750
피씨엘,01051092,241820
신성델타테크,00136226,065350
티케이케미칼,00693554,104480
라파스,01058101,214260
미래에셋벤처투자,00340096,100790
유니셈,00260569,036200
인터파크,00244561,035080
엠케이전자,00121686,033160
원익머트리얼즈,00623661,104830
이엔에프테크놀로지,00530185,102710
코나아이,00349732,052400
아이센스,00550994,099190
오킨스전자,00543107,080580
바디텍메드,01046708,206640
지트리비앤티,00552859,115450
유비케어,00220057,032620
SNK,01338724,950180
루트로닉,00549925,085370
아이큐어,00554352,175250
아이진,00945457,185490
제테마,01222867,216080
원익피앤이,00785475,131390
NEW,00974927,160550
골프존뉴딘홀딩스,00674498,121440
제이앤티씨,00447575,204270
쏠리드,00364403,050890
에이피티씨,00544577,089970
테크윙,00535676,089030
인크로스,00819073,216050
뉴지랩파마,00820389,214870
레이,00828761,228670
켐트로닉스,00371485,089010
코오롱생명과학,00525642,102940
인탑스,00226866,049070
모두투어,00456218,080160
대아티아이,00318316,045390
한국기업평가,00156956,034950
선광,00131896,003100
싸이토젠,01046391,217330
노바텍,01259232,285490
하나기술,00601191,299030
쎄트렉아이,00449254,099320
